Código,Localização,Categoria,Comissão,Endereço,Cama Casal,Cama Solteiro,Cama Queen,Cama King,Sofá Cama Solteiro,Travesseiros,Banheiros,Taxa de Limpeza,Capacidade,Hotel,Data Inicial do contrato,Status,Tipo
ILC4408,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 408","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,15/04/2021,Ativo,Dentro do Hotel
ILC2309,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 309","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,14/04/2021,Ativo,Dentro do Hotel
ILC4115,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 115","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,19/04/2021,Ativo,Dentro do Hotel
PLR008,PLR,SUP,"0,10","Rua Begônia, s/n, apto 08 - Ibiraquera, Imbituba - SC, CEP 88780-000","0,00","0,00","1,00","0,00","0,00","2,00","1,00","0,00","2,00",Sim,20/04/2021,Inativo,Dentro do Hotel
PLR010,PLR,SUP,"0,10","Rua Begônia, s/n, apto 10 - Ibiraquera, Imbituba - SC, CEP 88780-000","0,00","0,00","1,00","0,00","0,00","2,00","1,00","0,00","1,00",Sim,20/04/2021,Inativo,Dentro do Hotel
PLR012,PLR,SUP,"0,10","Rua Begônia, s/n, apto 12 - Ibiraquera, Imbituba - SC, CEP 88780-000","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00",Sim,20/04/2021,Inativo,Dentro do Hotel
PLR003,PLR,SUP,"0,10","Rua Begônia, s/n, apto 03 - Ibiraquera, Imbituba - SC, CEP 88780-000","0,00","1,00","0,00","1,00","0,00","4,00","1,00","0,00","3,00",Sim,20/04/2021,Inativo,Dentro do Hotel
RDC107,UFSC,TOP3Q,"0,25","R. Pedro Viêira Vidal, 280, apto 107, torre 3 - Pantanal, Florianópolis - SC, CEP 88040-010","0,00","2,00","1,00","0,00","2,00","6,00","2,00","336,00","6,00",Não,26/04/2021,Ativo,Apartamento
CNU104,ING,JR2Q,"0,20","R. Martinho de Haro, n. 481, apto 104 - Ingleses Norte, Florianópolis - SC, CEP 88058-540.","1,00","2,00","0,00","0,00","0,00","6,00","1,00","270,00","6,00",Não,30/04/2021,Ativo,Apartamento
EIT202,CON,TOP2Q,"0,20","R. Euclides da Cunha, n. 185, apto 202, Bloco A - Itaguaçu, Florianópolis - SC, CEP 88085-420","1,00","2,00","0,00","0,00","0,00","4,00","1,00","243,00","4,00",Não,30/04/2021,Ativo,Apartamento
ILC3113,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 113","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,06/05/2021,Ativo,Dentro do Hotel
VIN202,ING,JR3Q,"0,25","R. das Gaivotas, n. 1657, Galeão, apto 202 - Ingleses Norte, Florianópolis - SC, CEP 88058-500","3,00","1,00","0,00","0,00","0,00","7,00","2,00","339,00","7,00",Não,10/05/2021,Ativo,Apartamento
SLA4012,SLA,SUP,"0,10","R. das Gaivotas, n. 1114, apto 401 - Ingleses, Florianópolis - SC, CEP 88058-500","0,00","0,00","1,00","0,00","2,00","4,00","1,00","0,00","4,00",Sim,11/05/2021,Ativo,Dentro do Hotel
ILC1313,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 1, ap 313","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,17/05/2021,Ativo,Dentro do Hotel
ILC4107,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 107","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,20/05/2021,Ativo,Dentro do Hotel
SCG002,CAN,JR1Q,"0,10","R. Apostolo Paschoal, n. 929, Apartamento B - Canasvieiras, Florianópolis - SC, CEP 88054-101","1,00","0,00","0,00","0,00","2,00","4,00","1,00","0,00","4,00",Sim,14/05/2021,Inativo,Dentro do Hotel
SCG006,CAN,JR2Q,"0,10","R. Apostolo Paschoal, n. 929, Apartamento F - Canasvieiras, Florianópolis - SC, CEP 88054-101","1,00","3,00","0,00","0,00","0,00","5,00","1,00","0,00","5,00",Sim,14/05/2021,Inativo,Dentro do Hotel
CRO206,CAN,SUP2Q,"0,20","Rod. Tertuliano Brito Xavier, n. 2060, apto 206 - Canasvieiras, Florianópolis - SC, CEP 88054-600.","1,00","2,00","0,00","0,00","1,00","5,00","2,00","295,00","5,00",Não,24/05/2021,Ativo,Apartamento
ILC3313,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 313","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,26/05/2021,Ativo,Dentro do Hotel
CPS207,JUR,SUP2Q,"0,25","Rua dos Chernes, 181, 207 - Jurerê, Florianópolis - SC, CEP 88053-545.","1,00","0,00","1,00","0,00","1,00","6,00","2,00","273,00","5,00",Não,25/05/2021,Ativo,Apartamento
ILC1301,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 1, ap 301","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,28/05/2021,Bloqueado,Dentro do Hotel
COS302,JUR,JR3Q,"0,25","R. das Tainhotas, 59, 302 - Jurerê, Florianópolis - SC, CEP 88053-655.","2,00","0,00","0,00","1,00","1,00","6,00","2,00","335,00","6,00",Não,31/05/2021,Ativo,Apartamento
ILC3110,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 110","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,08/06/2021,Ativo,Dentro do Hotel
RAC304,JUR,TOP4Q,"0,25","R. dos Cambuatas, n. 117, apto 404 - Jurerê, Florianópolis - SC, CEP 88053-525","1,00","1,00","2,00","0,00","0,00","4,00","5,00","433,00","9,00",Não,16/06/2021,Ativo,Apartamento
ILCO3401,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 401","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,21/06/2021,Inativo,Dentro do Hotel
JBV306,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 306 - Jurerê, Florianópolis - SC, 88053-500","0,00","1,00","1,00","0,00","0,00","3,00","1,00","0,00","3,00",Sim,18/06/2021,Ativo,Dentro do Hotel
SDR001,LAG,TOP1Q,"0,20","Av. das Rendeiras, 372, apto 001 - Lagoa da Conceição, Florianópolis - SC, 88062-400","0,00","0,00","1,00","0,00","0,00","4,00","1,00","196,00","4,00",Não,28/06/2021,Ativo,Apartamento
SDR002,LAG,TOP1Q,"0,20","Av. das Rendeiras, 372, apto 002 - Lagoa da Conceição, Florianópolis - SC, 88062-400","0,00","0,00","1,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,28/06/2021,Ativo,Apartamento
SDR005,LAG,SUP1Q,"0,20","Av. das Rendeiras, 372, apto 005 - Lagoa da Conceição, Florianópolis - SC, 88062-400","0,00","0,00","1,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,28/06/2021,Ativo,Apartamento
SDR006,LAG,SUP1Q,"0,20","Av. das Rendeiras, 372, apto 006 - Lagoa da Conceição, Florianópolis - SC, 88062-400","1,00","0,00","0,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,28/06/2021,Ativo,Apartamento
SDR007,LAG,SUP1Q,"0,20","Av. das Rendeiras, 372, apto 007 - Lagoa da Conceição, Florianópolis - SC, 88062-400","1,00","0,00","0,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,28/06/2021,Ativo,Apartamento
SDR008,LAG,SUP1Q,"0,20","Av. das Rendeiras, 372, apto 008 - Lagoa da Conceição, Florianópolis - SC, 88062-400","1,00","0,00","0,00","0,00","0,00","4,00","1,00","196,00","4,00",Não,28/06/2021,Ativo,Apartamento
SDR010,LAG,SUP1Q,"0,20","Av. das Rendeiras, 372, apto 010 - Lagoa da Conceição, Florianópolis - SC, 88062-400","0,00","0,00","1,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,28/06/2021,Ativo,Apartamento
JBV142,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 142 - Jurerê, Florianópolis - SC, 88053-500","0,00","0,00","1,00","0,00","1,00","5,00","1,00","0,00","5,00",Sim,30/06/2021,Ativo,Dentro do Hotel
ILC2501,ILC,MASTER,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 501","0,00","0,00","1,00","0,00","0,00","4,00","1,00","0,00","4,00",Sim,02/07/2021,Ativo,Dentro do Hotel
ILC2508,ILC,MASTER,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 508","0,00","0,00","1,00","0,00","0,00","6,00","1,00","0,00","6,00",Sim,13/07/2021,Ativo,Dentro do Hotel
RPC203,CAN,SUP2Q,"0,20","Rodovia Virgílio Várzea, n. 4570, apto 203, Bloco J - Canasvieiras, Florianópolis - SC, 88054-605","2,00","0,00","0,00","0,00","1,00","5,00","1,00","255,00","5,00",Não,15/07/2021,Ativo,Apartamento
COM305,ING,SUP2Q,"0,25","R. dos Tubarões, n. 627, apto 305 - Ingleses Norte, Florianópolis - SC, CEP 88058-690","0,00","3,00","1,00","0,00","0,00","5,00","2,00","276,00","5,00",Não,20/07/2021,Ativo,Apartamento
JBV277,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 277 - Jurerê, Florianópolis - SC, 88053-500","0,00","1,00","1,00","0,00","0,00","5,00","1,00","0,00","5,00",Sim,25/06/2021,Ativo,Dentro do Hotel
CAT406,CEN,SUP1Q,"0,20","R. Ten. Silveira, 324, apto 406 - Centro - Florianópolis - SC, CEP 88010-301","0,00","0,00","1,00","0,00","1,00","3,00","1,00","188,00","3,00",Não,22/07/2021,Ativo,Apartamento
MAV010,JUR,SIM1Q,"0,20","Rodovia Tertuliano de Brito Xavier, n. 3415, apto 010, Chalé Sinimbu - Jurerê, Florianópolis – SC, CEP: 88054-601","1,00","0,00","0,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,26/07/2021,Ativo,Apartamento
MAV008,JUR,SIM1Q,"0,20","Rodovia Tertuliano de Brito Xavier, n. 3415, apto 008, Chalé Sinimbu - Jurerê, Florianópolis – SC, CEP: 88054-601","1,00","0,00","0,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,26/07/2021,Ativo,Apartamento
ELU101,JUR,TOP1Q,"0,20","R. Prof. Renato Barbosa, n. 227, apto 101 - Jurerê, Florianópolis - SC, CEP 88053-640","0,00","0,00","1,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,27/07/2021,Ativo,Apartamento
JBV141,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 141 - Jurerê, Florianópolis - SC, 88053-500",00,00,01,00,0,04,"1,00","0,00",04,Sim,28/07/2021,Ativo,Dentro do Hotel
MAV009,JUR,SIM1Q,"0,20","Rodovia Tertuliano de Brito Xavier, n. 3415, apto 009, Chalé Sinimbu - Jurerê, Florianópolis – SC, CEP: 88054-601",01,00,00,00,0,02,"1,00","169,00",02,Não,04/08/2021,Ativo,Apartamento
RJM568,LAG,HOUMASTER2Q,"0,20","Rodovia Jornalista Manoel de Menezes, 568 - Praia Mole, Florianópolis – SC, 88061-700.",01,00,01,00,0,04,"1,00","228,00",04,Não,09/08/2021,Ativo,Casa
BDM207,UFSC,SUP1Q,"0,20","Rua Capitão Romualdo de Barros, 850, apto 207, Carvoeira, 88040-600, Florianópolis – SC",00,00,01,00,1,03,"1,00","193,00",03,Não,05/08/2021,Ativo,Apartamento
LEO202,ING,SUP2Q,"0,25","Servidão Maria Tomásia Cabral, n. 35 - Ingleses Norte, Florianópolis - SC, CEP 88058-193",01,02,00,00,0,04,"2,00","250,00",04,Não,30/07/2021,Ativo,Apartamento
RSY204,ING,JR3Q,"0,20","Rua dos Canudos, 573, apto 204 - Ingleses do Rio Vermelho, Florianópolis/SC - CEP: 88058-560",02,02,00,00,0,06,"2,00","322,00",06,Não,10/08/2021,Ativo,Apartamento
LES403,JUR,TOP3Q,"0,20","Av. das Raias, 400, apto 403 - Jurerê Internacional, Florianópolis - SC, CEP 88053-400.",00,00,03,00,0,06,"3,00","345,00",06,Não,11/08/2021,Ativo,Apartamento
ILC3505,ILC,TOPM,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 505",00,00,01,00,0,04,"1,00","0,00",04,Sim,13/08/2021,Ativo,Dentro do Hotel
RCU105,JUR,HOUSUP4Q,"0,20","R. dos Cumurupis, 105 - Jurerê Internacional, Florianópolis/SC - CEP 88053-464.",03,02,00,00,0,08,"3,00","555,00",08,Não,17/08/2021,Ativo,Casa
ILC4113,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 113",00,00,01,00,0,04,"1,00","0,00",04,Sim,18/08/2021,Inativo,Dentro do Hotel
CBE105,CAN,SUP1Q,"0,20","R. dos Eucaliptos, 575, apto 105 - Canasvieiras, Florianópolis - SC, 88054-150",01,02,00,00,0,06,"1,00","246,00",06,Não,26/08/2021,Ativo,Apartamento
RAT001,PBL,HOUTOP3Q,"0,20","R. Rubens Alves, Sobrado n. 23 - 01, Perequê - Porto Belo - SC, CEP 88210-000.",02,03,00,00,0,07,"2,50","346,00",07,Não,26/08/2021,Ativo,Casa
ILC2314,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 314",00,00,01,00,0,04,"1,00","0,00",04,Sim,30/08/2021,Ativo,Dentro do Hotel
ILC2316,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 316",00,00,01,00,0,04,"1,00","0,00",04,Sim,30/08/2021,Ativo,Dentro do Hotel
MER905,UFSC,SUP1Q,"0,20","Rod. Admar Gonzaga, 600, apto 905 - Itacorubi, Florianópolis - SC, 88034-000",00,00,01,00,0,03,"1,00","169,00",02,Não,31/08/2021,Ativo,Apartamento
RVR506,UFSC,TOP1Q,"0,20","R. Dep. Antônio Edu Vieira, 1798, apto 506 - Pantanal, Florianópolis/SC - CEP: 88040-001",01,00,00,00,0,02,"1,00","169,00",02,Não,27/08/2021,Ativo,Apartamento
CAF401,UFSC,TOP3Q,"0,25","R. Apeninos, n. 100, Bloco B, apto 401 - Córrego Grande, Florianópolis/SC, CEP 88037-620",01,02,00,00,1,05,"2,00","336,00",05,Não,02/09/2021,Ativo,Apartamento
SSG424,UFSC,TOP1Q,"0,20","R. João Pio Duarte Silva, 1350, apto 424 - Córrego Grande, Florianópolis/SC, CEP 88037-001",01,01,00,00,0,03,"1,00","193,00",03,Não,01/09/2021,Ativo,Apartamento
VLE001,BOM,JR2Q,"0,17","Av. Araucária, 426, apto 01 - Mariscal, Bombinhas - SC, 88215-000",01,02,00,00,0,04,"1,00","250,00",04,Não,06/09/2021,Ativo,Apartamento
VLE002,BOM,JR2Q,"0,17","Av. Araucária, 426, apto 02 - Mariscal, Bombinhas - SC, 88215-000",01,02,00,00,0,04,"1,00","236,00",04,Não,06/09/2021,Ativo,Apartamento
VLE003,BOM,JR2Q,"0,17","Av. Araucária, 426, apto 03 - Mariscal, Bombinhas - SC, 88215-000",01,04,00,00,0,06,"1,00","286,00",06,Não,06/09/2021,Ativo,Apartamento
VLE004,BOM,JR1Q,"0,17","Av. Araucária, 426, apto 04 - Mariscal, Bombinhas - SC, 88215-000",01,00,00,00,1,03,"1,00","193,00",03,Não,06/09/2021,Ativo,Apartamento
VLE005,BOM,JR2Q,"0,17","Av. Araucária, 426, apto 05 - Mariscal, Bombinhas - SC, 88215-000",01,02,00,00,0,04,"1,00","228,00",04,Não,06/09/2021,Ativo,Apartamento
VLE006,BOM,JR2Q,"0,17","Av. Araucária, 426, apto 06 - Mariscal, Bombinhas - SC, 88215-000",01,02,00,00,0,04,"1,00","228,00",04,Não,06/09/2021,Ativo,Apartamento
VLE007,BOM,JR1Q,"0,17","Av. Araucária, 426, apto 07 - Mariscal, Bombinhas - SC, 88215-000",01,00,00,00,1,03,"1,00","193,00",03,Não,06/09/2021,Ativo,Apartamento
ILC4204,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 204",01,00,01,00,0,04,"1,00","0,00",04,Sim,03/09/2021,Ativo,Dentro do Hotel
JBV242,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 242 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,05,"1,00","0,00",05,Sim,16/09/2021,Ativo,Dentro do Hotel
JBV331,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 331 - Jurerê, Florianópolis - SC, 88053-500",00,00,01,00,1,05,"1,00","0,00",05,Sim,16/09/2021,Ativo,Dentro do Hotel
VLC208,CAM,TOP2Q,"0,20","R. das Corticeiras, 81, Bloco 1, apto 208 - Campeche, Florianópolis - SC, CEP 88063-160.",00,02,01,00,1,05,"2,00","295,00",05,Não,15/09/2021,Ativo,Apartamento
STI108,ING,SUP1Q,"0,20","Rua Adiles Della Giustina, 105, apto 108 - Ingleses do Rio Vermelho, Florianópolis/SC - CEP 88058-522.",00,00,01,00,0,04,"1,00","196,00",04,Não,16/09/2021,Ativo,Apartamento
CLN006,CAN,SUP2Q,"0,20","Estr. Jorn. Jaime de Arruda Ramos, 2194, casa 06 - Ponta das Canas, Florianópolis - SC, CEP 88056-750",01,04,00,00,0,06,"1,00","250,00",06,Não,17/09/2021,Ativo,Casa
ILC3103,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 103",00,00,01,00,0,04,"1,00","0,00",04,Sim,23/09/2021,Ativo,Dentro do Hotel
LES106,JUR,TOP3Q,"0,20","Av. das Raias, 400, apto 106 - Jurerê, Florianópolis - SC, CEP 88053-400.",02,00,01,00,0,08,"3,50","345,00",08,Não,27/09/2021,Ativo,Apartamento
ILC1214,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 1, ap 214",00,00,01,00,0,04,"1,00","0,00",04,Sim,27/09/2021,Ativo,Dentro do Hotel
ILC2201,ILC,TOP,"0,10","Avenida dos Búzios, n. 1760, apto 2201 - Jurerê Internacional, Florianópolis – SC",00,00,01,00,0,04,"1,00","0,00",04,Sim,29/09/2021,Ativo,Dentro do Hotel
RGP208,JUR,JR2Q,"0,20","Rua Professor Renato Barbosa, 259, 208 - Jurerê, Florianópolis - SC - 88053-640",00,02,01,00,0,04,"2,00","250,00",04,Não,28/09/2021,Ativo,Apartamento
EMB686,BOM,HOUSUP3Q,"0,20","R. Embira, 686 - Mariscal, Bombinhas - SC, CEP 88215-000",01,02,01,00,0,06,"2,00","370,00",06,Não,28/09/2021,Ativo,Casa
EDR101,ING,SUP2Q,"0,20","Estrada Vereador Onildo Lemos, 600, Bloco A, apto 201 - Ingleses Do Rio Vermelho, Florianópolis/SC - CEP: 88058-700.",00,02,01,00,0,06,"2,00","270,00",06,Não,30/09/2021,Inativo,Apartamento
RAR065,GRA,SUP1Q,"0,20","R. Alexandre Rama, 65 - Ipê Amarelo, Gramado - RS, CEP 95670-000",01,00,00,00,2,04,"1,00","250,00",04,Não,29/09/2021,Ativo,Casa
RRE201,SAN,SUP1Q,"0,20","Rodovia SC-401, 9550, apto 201 - Santo Antônio de Lisboa, Florianópolis - SC, CEP 88050-001",01,00,00,00,1,03,"1,00","206,00",03,Não,30/09/2021,Ativo,Apartamento
COI302,CAN,TOP2Q,"0,20","Av. Tom Traugott Wildi, 264, bloco D, apto 302 - Praia Brava, Florianópolis - SC, 88056-800",00,02,01,00,2,06,"2,00","288,00",06,Não,01/10/2021,Ativo,Apartamento
ABC201,ITA,TOP3Q,"0,20","Rua Delfim Mário de Pádua Peixoto, 600, torre 2, 201 - Praia Brava, Itajaí - SC, 88306-813",01,02,01,00,0,06,"2,00","320,00",06,Não,01/10/2021,Ativo,Apartamento
ILC1410,ILC,TOP,"0,10","Avenida dos Búzios, 1760, 1410 - Jurerê Internacional, Florianópolis - SC, 88053-301",00,00,01,00,0,04,"1,00","0,00",04,Sim,04/10/2021,Ativo,Dentro do Hotel
SDR009,LAG,SUP1Q,"0,20","Av. das Rendeiras, 372, studio 09 - Lagoa da Conceição, Florianópolis - SC, 88062-400",01,00,00,00,0,04,"1,00","196,00",04,Não,07/10/2021,Ativo,Apartamento
CSCO101,ING,SUP1Q,"0,20","R. das Gaivotas, 1467, Bloco Alfa, apto 1101 - Ingleses Norte, Florianópolis - SC, CEP 88058-500",,,,,,,,,,Não,06/10/2021,Inativo,Apartamento
RFT505,BCB,SUP2Q,"0,20","R. 2300, 460, apto 505 - Centro, Balneário Camboriú - SC, CEP 88330-428.",02,00,00,00,0,06,"2,00","263,00",06,Não,14/10/2021,Ativo,Apartamento
SED001,UFSC,JR1Q,"0,20","Servidão Dorval Manoel Bento, 175, apto 01 - Córrego Grande, Florianópolis - SC, 88037-410",01,00,00,00,0,04,"1,00","196,00",04,Não,13/10/2021,Ativo,Apartamento
MAV007,JUR,SIM1Q,"0,20","Rodovia Tertuliano de Brito Xavier, n. 3415, studio 07 - Jurerê, Florianópolis – SC.",01,00,00,00,0,02,"1,00","169,00",02,Não,14/10/2021,Ativo,Apartamento
SEC016,JUR,HOUJR3Q,"0,20","Serv. da Carioca, 16 - Praia do Forte, Florianópolis - SC, CEP 88053-308",03,00,00,00,1,07,"2,00","305,00",07,Não,05/10/2021,Ativo,Casa
CCB103,JUR,SUP3Q,"0,20","Avenida das Raias, 601, apto 103 - Jurerê, Florianópolis - SC, 88053-400",02,00,01,00,0,06,"2,00","305,00",06,Não,15/10/2021,Ativo,Apartamento
EDR203,ING,SUP1Q,"0,20","Estr. Ver. Onildo Lemos, 600, Bloco B, apto 203 - Ingleses do Rio Vermelho, Florianópolis - SC, 88058-700",01,00,00,00,1,03,"1,00","188,00",03,Não,18/10/2021,Ativo,Apartamento
POS303,JUR,TOP2Q,"0,20","Rod. Tertuliano Brito Xavier, 2501, bloco A, apto 303 - Jurere Leste, Florianópolis - SC, CEP 88054-601",01,02,00,00,0,06,"2,00","277,00",06,Não,20/10/2021,Ativo,Apartamento
IBI307,JUR,SUP1Q,"0,20","Av. dos Salmões, 914, apto 307 - Jurerê, Florianópolis - SC, CEP 88053-365.",01,00,00,00,2,04,"1,00","206,00",04,Não,20/10/2021,Ativo,Apartamento
CPJ304,JUR,TOP2Q,"0,20","Av. das Raias, 961, apto 304 - Jurerê Internacional, Florianópolis - SC, CEP 88053-400.",00,02,01,00,0,06,"1,10","285,00",06,Não,22/10/2021,Ativo,Apartamento
RCA264,JUR,HOUMASTER4Q,"0,20","Rua das Caraúnas, 264 - Jurerê Internacional, Florianópolis - SC, 88053-411",02,02,01,00,0,10,"7,00","575,00",10,Não,21/10/2021,Ativo,Casa
BDM104,UFSC,SUP1Q,"0,20","Rua Capitão Romualdo de Barros, 850 - apto 104 - Carvoeira, 88040-600, Florianópolis – SC",01,00,00,00,1,03,"1,00","193,00",03,Não,25/10/2021,Ativo,Apartamento
CAL301,CON,JR2Q,"0,20","Rua Brasilpinho, 548, Prédio Carolina, apto 301 - Kobrasol, São José - SC, 88102-300",01,01,00,00,0,04,"1,00","237,00",04,Não,27/10/2021,Ativo,Apartamento
ASR204,ING,MASTER2Q,"0,20","Estrada Vereador Onildo Lemos, 2345, Vila 04, apto 204 - Santinho, Florianópolis - SC, 88058-700",01,00,00,01,0,06,"2,00","277,00",06,Não,27/10/2021,Ativo,Apartamento
RAI001,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 001",00,01,00,00,0,01,"1,00","158,00",01,Não,27/10/2021,Bloqueado,Apartamento
ILC3208,ILC,TOP,"0,10","Avenida dos Búzios, 1760, 3208 - Jurerê Internacional, Florianópolis - SC, 88053-301",00,00,01,00,1,03,"1,00","0,00",03,Sim,29/10/2021,Ativo,Dentro do Hotel
CMA113,ITA,TOP2Q,"0,20","Av. Osvaldo Reis, 2000, apto 113 - Praia Brava, Itajaí - SC, CEP 88306-003.",00,01,01,00,0,05,"2,00","244,00",05,Não,28/10/2021,Inativo,Apartamento
RAI002,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 002",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI003,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 003",00,01,00,00,0,01,"1,00","158,00",01,Não,27/10/2021,Ativo,Apartamento
RAI004,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 004",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI005,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 005",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI006,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 006",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI007,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 007",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI008,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 008",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI009,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 009",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI010,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 010",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI011,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 011",00,00,01,00,0,02,"1,00","169,00",02,Não,27/10/2021,Ativo,Apartamento
RAI012,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 012",00,01,00,00,0,01,"1,00","158,00",01,Não,27/10/2021,Ativo,Apartamento
RAI013,CAN,JR1Q,"0,20","R. Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC, CEP 88054-050, apto 013",00,01,00,00,0,01,"1,00","158,00",01,Não,27/10/2021,Ativo,Apartamento
